Crime Type,Victim Count,State/Territory,Year
Confidence Fraud/Romance,259,Alabama,2021
Corporate Data Breach,11,Alabama,2021
Credit Card Fraud,622,Alabama,2021
Crimes Against Children,33,Alabama,2021
Criminal Forums,19,Alabama,2021
Denial of Service/TDos,165,Alabama,2021
Employment,418,Alabama,2021
Extortion,4,Alabama,2021
Gambling,113,Alabama,2021
Government Impersonation,2,Alabama,2021
Hacktivist,43,Alabama,2021
Harassment/Threats of Violence,556,Alabama,2021
Health Care Related,129,Alabama,2021
IPR/Copyright and Counterfeit,52,Alabama,2021
Identity Theft,10,Alabama,2021
Investment,284,Alabama,2021
Lottery/Sweepstakes/Inheritance,990,Alabama,2021
Malware/Scareware/Virus,134,Alabama,2021
Misrepresentation,54,Alabama,2021
No Lead Value,640,Alabama,2021
Non-payment/Non-Delivery,200,Alabama,2021
Other,39,Alabama,2021
Overpayment,5,Alabama,2021
Personal Data Breach,81,Alabama,2021
Phishing/Vishing/Smishing/Pharming,166,Alabama,2021
Ransomware,252,Alabama,2021
Re-shipping,185,Alabama,2021
Social Media,490,Alabama,2021
Virtual Currency,266,Alabama,2021
Advanced Fee,31,Alaska,2021
BEC/EAC,67,Alaska,2021
Charity,5,Alaska,2021
Civil Matter,1,Alaska,2021
Confidence Fraud/Romance,87,Alaska,2021
Corporate Data Breach,4,Alaska,2021
Credit Card Fraud,58,Alaska,2021
Crimes Against Children,10,Alaska,2021
Criminal Forums,1,Alaska,2021
Denial of Service/TDos,37,Alaska,2021
Employment,180,Alaska,2021
Extortion,1,Alaska,2021
Gambling,203,Alaska,2021
Government Impersonation,4,Alaska,2021
Hacktivist,42,Alaska,2021
Harassment/Threats of Violence,106,Alaska,2021
Health Care Related,45,Alaska,2021
IPR/Copyright and Counterfeit,28,Alaska,2021
Identity Theft,2,Alaska,2021
Investment,209,Alaska,2021
Lottery/Sweepstakes/Inheritance,168,Alaska,2021
Malware/Scareware/Virus,48,Alaska,2021
Misrepresentation,15,Alaska,2021
No Lead Value,167,Alaska,2021
Non-payment/Non-Delivery,170,Alaska,2021
Other,4,Alaska,2021
Overpayment,1,Alaska,2021
Personal Data Breach,32,Alaska,2021
Phishing/Vishing/Smishing/Pharming,83,Alaska,2021
Ransomware,78,Alaska,2021
Re-shipping,56,Alaska,2021
Social Media,128,Alaska,2021
Virtual Currency,78,Alaska,2021
Advanced Fee,0,American Samoa,2021
BEC/EAC,1,American Samoa,2021
Charity,0,American Samoa,2021
Civil Matter,0,American Samoa,2021
Confidence Fraud/Romance,2,American Samoa,2021
Corporate Data Breach,0,American Samoa,2021
Credit Card Fraud,1,American Samoa,2021
Crimes Against Children,0,American Samoa,2021
Criminal Forums,0,American Samoa,2021
Denial of Service/TDos,0,American Samoa,2021
Employment,0,American Samoa,2021
Extortion,0,American Samoa,2021
Gambling,0,American Samoa,2021
Government Impersonation,0,American Samoa,2021
Hacktivist,1,American Samoa,2021
Harassment/Threats of Violence,0,American Samoa,2021
Health Care Related,1,American Samoa,2021
IPR/Copyright and Counterfeit,0,American Samoa,2021
Identity Theft,1,American Samoa,2021
Investment,9,American Samoa,2021
Lottery/Sweepstakes/Inheritance,1,American Samoa,2021
Malware/Scareware/Virus,1,American Samoa,2021
Misrepresentation,0,American Samoa,2021
No Lead Value,2,American Samoa,2021
Non-payment/Non-Delivery,1,American Samoa,2021
Other,0,American Samoa,2021
Overpayment,0,American Samoa,2021
Personal Data Breach,0,American Samoa,2021
Phishing/Vishing/Smishing/Pharming,1,American Samoa,2021
Ransomware,4,American Samoa,2021
Re-shipping,0,American Samoa,2021
Social Media,0,American Samoa,2021
Virtual Currency,0,American Samoa,2021
Advanced Fee,268,Arizona,2021
BEC/EAC,388,Arizona,2021
Charity,28,Arizona,2021
Civil Matter,13,Arizona,2021
Confidence Fraud/Romance,653,Arizona,2021
Corporate Data Breach,20,Arizona,2021
Credit Card Fraud,390,Arizona,2021
Crimes Against Children,54,Arizona,2021
Criminal Forums,38,Arizona,2021
Denial of Service/TDos,362,Arizona,2021
Employment,"1,039",Arizona,2021
Extortion,2,Arizona,2021
Gambling,321,Arizona,2021
Government Impersonation,7,Arizona,2021
Hacktivist,86,Arizona,2021
Harassment/Threats of Violence,731,Arizona,2021
Health Care Related,349,Arizona,2021
IPR/Copyright and Counterfeit,133,Arizona,2021
Identity Theft,22,Arizona,2021
Investment,"2,456",Arizona,2021
Lottery/Sweepstakes/Inheritance,"1,841",Arizona,2021
Malware/Scareware/Virus,264,Arizona,2021
Misrepresentation,203,Arizona,2021
No Lead Value,"1,147",Arizona,2021
Non-payment/Non-Delivery,476,Arizona,2021
Other,60,Arizona,2021
Overpayment,21,Arizona,2021
Personal Data Breach,337,Arizona,2021
Phishing/Vishing/Smishing/Pharming,413,Arizona,2021
Ransomware,790,Arizona,2021
Re-shipping,323,Arizona,2021
Social Media,868,Arizona,2021
Virtual Currency,757,Arizona,2021
Advanced Fee,76,Arkansas,2021
BEC/EAC,95,Arkansas,2021
Charity,1,Arkansas,2021
Civil Matter,4,Arkansas,2021
Confidence Fraud/Romance,153,Arkansas,2021
Corporate Data Breach,5,Arkansas,2021
Credit Card Fraud,93,Arkansas,2021
Crimes Against Children,22,Arkansas,2021
Criminal Forums,7,Arkansas,2021
Denial of Service/TDos,94,Arkansas,2021
Employment,238,Arkansas,2021
Extortion,4,Arkansas,2021
Gambling,74,Arkansas,2021
Government Impersonation,3,Arkansas,2021
Hacktivist,12,Arkansas,2021
Harassment/Threats of Violence,198,Arkansas,2021
Health Care Related,52,Arkansas,2021
IPR/Copyright and Counterfeit,36,Arkansas,2021
Identity Theft,3,Arkansas,2021
Investment,237,Arkansas,2021
Lottery/Sweepstakes/Inheritance,539,Arkansas,2021
Malware/Scareware/Virus,72,Arkansas,2021
Misrepresentation,38,Arkansas,2021
No Lead Value,352,Arkansas,2021
Non-payment/Non-Delivery,150,Arkansas,2021
Other,20,Arkansas,2021
Overpayment,4,Arkansas,2021
Personal Data Breach,41,Arkansas,2021
Phishing/Vishing/Smishing/Pharming,117,Arkansas,2021
Ransomware,125,Arkansas,2021
Re-shipping,88,Arkansas,2021
Social Media,267,Arkansas,2021
Virtual Currency,98,Arkansas,2021
Advanced Fee,"1,434",California,2021
BEC/EAC,"3,017",California,2021
Charity,168,California,2021
Civil Matter,143,California,2021
Confidence Fraud/Romance,"3,023",California,2021
Corporate Data Breach,188,California,2021
Credit Card Fraud,"2,455",California,2021
Crimes Against Children,262,California,2021
Criminal Forums,125,California,2021
Denial of Service/TDos,"1,944",California,2021
Employment,"5,838",California,2021
Extortion,42,California,2021
Gambling,"1,347",California,2021
Government Impersonation,61,California,2021
Hacktivist,618,California,2021
Harassment/Threats of Violence,"3,759",California,2021
Health Care Related,"3,153",California,2021
IPR/Copyright and Counterfeit,547,California,2021
Identity Theft,118,California,2021
Investment,"11,004",California,2021
Lottery/Sweepstakes/Inheritance,"9,942",California,2021
Malware/Scareware/Virus,"1,538",California,2021
Misrepresentation,862,California,2021
No Lead Value,"7,244",California,2021
Non-payment/Non-Delivery,"2,942",California,2021
Other,441,California,2021
Overpayment,75,California,2021
Personal Data Breach,"2,322",California,2021
Phishing/Vishing/Smishing/Pharming,"2,419",California,2021
Ransomware,"3,408",California,2021
Re-shipping,"1,913",California,2021
Social Media,"4,541",California,2021
Virtual Currency,"5,528",California,2021
Advanced Fee,183,Colorado,2021
BEC/EAC,429,Colorado,2021
Charity,12,Colorado,2021
Civil Matter,20,Colorado,2021
Confidence Fraud/Romance,445,Colorado,2021
Corporate Data Breach,25,Colorado,2021
Credit Card Fraud,292,Colorado,2021
Crimes Against Children,43,Colorado,2021
Criminal Forums,17,Colorado,2021
Denial of Service/TDos,327,Colorado,2021
Employment,944,Colorado,2021
Extortion,2,Colorado,2021
Gambling,258,Colorado,2021
Government Impersonation,9,Colorado,2021
Hacktivist,91,Colorado,2021
Harassment/Threats of Violence,857,Colorado,2021
Health Care Related,267,Colorado,2021
IPR/Copyright and Counterfeit,100,Colorado,2021
Identity Theft,8,Colorado,2021
Investment,882,Colorado,2021
Lottery/Sweepstakes/Inheritance,"1,607",Colorado,2021
Malware/Scareware/Virus,"1,308",Colorado,2021
Misrepresentation,173,Colorado,2021
No Lead Value,896,Colorado,2021
Non-payment/Non-Delivery,633,Colorado,2021
Other,55,Colorado,2021
Overpayment,7,Colorado,2021
Personal Data Breach,287,Colorado,2021
Phishing/Vishing/Smishing/Pharming,381,Colorado,2021
Ransomware,514,Colorado,2021
Re-shipping,204,Colorado,2021
Social Media,670,Colorado,2021
Virtual Currency,592,Colorado,2021
Advanced Fee,80,Connecticut,2021
BEC/EAC,252,Connecticut,2021
Charity,13,Connecticut,2021
Civil Matter,13,Connecticut,2021
Confidence Fraud/Romance,178,Connecticut,2021
Corporate Data Breach,10,Connecticut,2021
Credit Card Fraud,149,Connecticut,2021
Crimes Against Children,14,Connecticut,2021
Criminal Forums,10,Connecticut,2021
Denial of Service/TDos,156,Connecticut,2021
Employment,415,Connecticut,2021
Extortion,2,Connecticut,2021
Gambling,83,Connecticut,2021
Government Impersonation,6,Connecticut,2021
Hacktivist,44,Connecticut,2021
Harassment/Threats of Violence,243,Connecticut,2021
Health Care Related,136,Connecticut,2021
IPR/Copyright and Counterfeit,26,Connecticut,2021
Identity Theft,7,Connecticut,2021
Investment,652,Connecticut,2021
Lottery/Sweepstakes/Inheritance,737,Connecticut,2021
Malware/Scareware/Virus,96,Connecticut,2021
Misrepresentation,61,Connecticut,2021
No Lead Value,454,Connecticut,2021
Non-payment/Non-Delivery,218,Connecticut,2021
Other,69,Connecticut,2021
Overpayment,2,Connecticut,2021
Personal Data Breach,113,Connecticut,2021
Phishing/Vishing/Smishing/Pharming,257,Connecticut,2021
Ransomware,332,Connecticut,2021
Re-shipping,85,Connecticut,2021
Social Media,308,Connecticut,2021
Virtual Currency,270,Connecticut,2021
Advanced Fee,29,Delaware,2021
BEC/EAC,61,Delaware,2021
Charity,4,Delaware,2021
Civil Matter,2,Delaware,2021
Confidence Fraud/Romance,62,Delaware,2021
Corporate Data Breach,3,Delaware,2021
Credit Card Fraud,53,Delaware,2021
Crimes Against Children,5,Delaware,2021
Criminal Forums,4,Delaware,2021
Denial of Service/TDos,47,Delaware,2021
Employment,89,Delaware,2021
Extortion,0,Delaware,2021
Gambling,32,Delaware,2021
Government Impersonation,5,Delaware,2021
Hacktivist,21,Delaware,2021
Harassment/Threats of Violence,143,Delaware,2021
Health Care Related,47,Delaware,2021
IPR/Copyright and Counterfeit,11,Delaware,2021
Identity Theft,4,Delaware,2021
Investment,829,Delaware,2021
Lottery/Sweepstakes/Inheritance,352,Delaware,2021
Malware/Scareware/Virus,23,Delaware,2021
Misrepresentation,16,Delaware,2021
No Lead Value,158,Delaware,2021
Non-payment/Non-Delivery,65,Delaware,2021
Other,6,Delaware,2021
Overpayment,1,Delaware,2021
Personal Data Breach,28,Delaware,2021
Phishing/Vishing/Smishing/Pharming,59,Delaware,2021
Ransomware,66,Delaware,2021
Re-shipping,26,Delaware,2021
Social Media,103,Delaware,2021
Virtual Currency,60,Delaware,2021
Advanced Fee,26,District of Columbia,2021
BEC/EAC,134,District of Columbia,2021
Charity,8,District of Columbia,2021
Civil Matter,6,District of Columbia,2021
Confidence Fraud/Romance,60,District of Columbia,2021
Corporate Data Breach,10,District of Columbia,2021
Credit Card Fraud,53,District of Columbia,2021
Crimes Against Children,9,District of Columbia,2021
Criminal Forums,7,District of Columbia,2021
Denial of Service/TDos,52,District of Columbia,2021
Employment,220,District of Columbia,2021
Extortion,0,District of Columbia,2021
Gambling,52,District of Columbia,2021
Government Impersonation,3,District of Columbia,2021
Hacktivist,22,District of Columbia,2021
Harassment/Threats of Violence,128,District of Columbia,2021
Health Care Related,36,District of Columbia,2021
IPR/Copyright and Counterfeit,9,District of Columbia,2021
Identity Theft,6,District of Columbia,2021
Investment,601,District of Columbia,2021
Lottery/Sweepstakes/Inheritance,154,District of Columbia,2021
Malware/Scareware/Virus,48,District of Columbia,2021
Misrepresentation,22,District of Columbia,2021
No Lead Value,202,District of Columbia,2021
Non-payment/Non-Delivery,95,District of Columbia,2021
Other,14,District of Columbia,2021
Overpayment,0,District of Columbia,2021
Personal Data Breach,55,District of Columbia,2021
Phishing/Vishing/Smishing/Pharming,83,District of Columbia,2021
Ransomware,58,District of Columbia,2021
Re-shipping,56,District of Columbia,2021
Social Media,98,District of Columbia,2021
Virtual Currency,135,District of Columbia,2021
Advanced Fee,779,Florida,2021
BEC/EAC,"1,546",Florida,2021
Charity,125,Florida,2021
Civil Matter,91,Florida,2021
Confidence Fraud/Romance,"1,738",Florida,2021
Corporate Data Breach,135,Florida,2021
Credit Card Fraud,"1,539",Florida,2021
Crimes Against Children,121,Florida,2021
Criminal Forums,71,Florida,2021
Denial of Service/TDos,"1,229",Florida,2021
Employment,"2,541",Florida,2021
Extortion,17,Florida,2021
Gambling,795,Florida,2021
Government Impersonation,33,Florida,2021
Hacktivist,352,Florida,2021
Harassment/Threats of Violence,"8,225",Florida,2021
Health Care Related,"1,308",Florida,2021
IPR/Copyright and Counterfeit,328,Florida,2021
Identity Theft,55,Florida,2021
Investment,"8,973",Florida,2021
Lottery/Sweepstakes/Inheritance,"6,194",Florida,2021
Malware/Scareware/Virus,759,Florida,2021
Misrepresentation,497,Florida,2021
No Lead Value,"4,132",Florida,2021
Non-payment/Non-Delivery,"1,483",Florida,2021
Other,248,Florida,2021
Overpayment,63,Florida,2021
Personal Data Breach,"1,064",Florida,2021
Phishing/Vishing/Smishing/Pharming,"1,387",Florida,2021
Ransomware,"2,110",Florida,2021
Re-shipping,927,Florida,2021
Social Media,"2,717",Florida,2021
Virtual Currency,"2,580",Florida,2021
Advanced Fee,290,Georgia,2021
BEC/EAC,463,Georgia,2021
Charity,32,Georgia,2021
Civil Matter,30,Georgia,2021
Confidence Fraud/Romance,500,Georgia,2021
Corporate Data Breach,34,Georgia,2021
Credit Card Fraud,359,Georgia,2021
Crimes Against Children,34,Georgia,2021
Criminal Forums,30,Georgia,2021
Denial of Service/TDos,492,Georgia,2021
Employment,901,Georgia,2021
Extortion,3,Georgia,2021
Gambling,289,Georgia,2021
Government Impersonation,21,Georgia,2021
Hacktivist,109,Georgia,2021
Harassment/Threats of Violence,757,Georgia,2021
Health Care Related,464,Georgia,2021
IPR/Copyright and Counterfeit,98,Georgia,2021
Identity Theft,24,Georgia,2021
Investment,"1,271",Georgia,2021
Lottery/Sweepstakes/Inheritance,"2,324",Georgia,2021
Malware/Scareware/Virus,340,Georgia,2021
Misrepresentation,127,Georgia,2021
No Lead Value,"1,275",Georgia,2021
Non-payment/Non-Delivery,711,Georgia,2021
Other,90,Georgia,2021
Overpayment,24,Georgia,2021
Personal Data Breach,310,Georgia,2021
Phishing/Vishing/Smishing/Pharming,447,Georgia,2021
Ransomware,500,Georgia,2021
Re-shipping,301,Georgia,2021
Social Media,943,Georgia,2021
Virtual Currency,738,Georgia,2021
Advanced Fee,5,Guam,2021
BEC/EAC,2,Guam,2021
Charity,0,Guam,2021
Civil Matter,0,Guam,2021
Confidence Fraud/Romance,10,Guam,2021
Corporate Data Breach,0,Guam,2021
Credit Card Fraud,4,Guam,2021
Crimes Against Children,1,Guam,2021
Criminal Forums,0,Guam,2021
Denial of Service/TDos,3,Guam,2021
Employment,11,Guam,2021
Extortion,0,Guam,2021
Gambling,0,Guam,2021
Government Impersonation,0,Guam,2021
Hacktivist,0,Guam,2021
Harassment/Threats of Violence,1,Guam,2021
Health Care Related,5,Guam,2021
IPR/Copyright and Counterfeit,2,Guam,2021
Identity Theft,0,Guam,2021
Investment,2,Guam,2021
Lottery/Sweepstakes/Inheritance,9,Guam,2021
Malware/Scareware/Virus,0,Guam,2021
Misrepresentation,0,Guam,2021
No Lead Value,8,Guam,2021
Non-payment/Non-Delivery,0,Guam,2021
Other,0,Guam,2021
Overpayment,0,Guam,2021
Personal Data Breach,1,Guam,2021
Phishing/Vishing/Smishing/Pharming,0,Guam,2021
Ransomware,1,Guam,2021
Re-shipping,2,Guam,2021
Social Media,7,Guam,2021
Virtual Currency,8,Guam,2021
Advanced Fee,49,Hawaii,2021
BEC/EAC,82,Hawaii,2021
Charity,4,Hawaii,2021
Civil Matter,5,Hawaii,2021
Confidence Fraud/Romance,91,Hawaii,2021
Corporate Data Breach,3,Hawaii,2021
Credit Card Fraud,48,Hawaii,2021
Crimes Against Children,1,Hawaii,2021
Criminal Forums,7,Hawaii,2021
Denial of Service/TDos,41,Hawaii,2021
Employment,208,Hawaii,2021
Extortion,1,Hawaii,2021
Gambling,59,Hawaii,2021
Government Impersonation,0,Hawaii,2021
Hacktivist,13,Hawaii,2021
Harassment/Threats of Violence,87,Hawaii,2021
Health Care Related,77,Hawaii,2021
IPR/Copyright and Counterfeit,18,Hawaii,2021
Identity Theft,8,Hawaii,2021
Investment,102,Hawaii,2021
Lottery/Sweepstakes/Inheritance,235,Hawaii,2021
Malware/Scareware/Virus,32,Hawaii,2021
Misrepresentation,21,Hawaii,2021
No Lead Value,202,Hawaii,2021
Non-payment/Non-Delivery,68,Hawaii,2021
Other,14,Hawaii,2021
Overpayment,0,Hawaii,2021
Personal Data Breach,65,Hawaii,2021
Phishing/Vishing/Smishing/Pharming,65,Hawaii,2021
Ransomware,86,Hawaii,2021
Re-shipping,55,Hawaii,2021
Social Media,132,Hawaii,2021
Virtual Currency,122,Hawaii,2021
Advanced Fee,46,Idaho,2021
BEC/EAC,103,Idaho,2021
Charity,3,Idaho,2021
Civil Matter,7,Idaho,2021
Confidence Fraud/Romance,91,Idaho,2021
Corporate Data Breach,5,Idaho,2021
Credit Card Fraud,64,Idaho,2021
Crimes Against Children,7,Idaho,2021
Criminal Forums,4,Idaho,2021
Denial of Service/TDos,50,Idaho,2021
Employment,201,Idaho,2021
Extortion,0,Idaho,2021
Gambling,53,Idaho,2021
Government Impersonation,1,Idaho,2021
Hacktivist,21,Idaho,2021
Harassment/Threats of Violence,125,Idaho,2021
Health Care Related,51,Idaho,2021
IPR/Copyright and Counterfeit,26,Idaho,2021
Identity Theft,2,Idaho,2021
Investment,97,Idaho,2021
Lottery/Sweepstakes/Inheritance,402,Idaho,2021
Malware/Scareware/Virus,48,Idaho,2021
Misrepresentation,34,Idaho,2021
No Lead Value,175,Idaho,2021
Non-payment/Non-Delivery,90,Idaho,2021
Other,9,Idaho,2021
Overpayment,1,Idaho,2021
Personal Data Breach,61,Idaho,2021
Phishing/Vishing/Smishing/Pharming,82,Idaho,2021
Ransomware,115,Idaho,2021
Re-shipping,47,Idaho,2021
Social Media,164,Idaho,2021
Virtual Currency,106,Idaho,2021
Advanced Fee,298,Illinois,2021
BEC/EAC,690,Illinois,2021
Charity,32,Illinois,2021
Civil Matter,40,Illinois,2021
Confidence Fraud/Romance,591,Illinois,2021
Corporate Data Breach,41,Illinois,2021
Credit Card Fraud,428,Illinois,2021
Crimes Against Children,38,Illinois,2021
Criminal Forums,34,Illinois,2021
Denial of Service/TDos,471,Illinois,2021
Employment,"1,362",Illinois,2021
Extortion,7,Illinois,2021
Gambling,443,Illinois,2021
Government Impersonation,15,Illinois,2021
Hacktivist,156,Illinois,2021
Harassment/Threats of Violence,"2,721",Illinois,2021
Health Care Related,373,Illinois,2021
IPR/Copyright and Counterfeit,119,Illinois,2021
Identity Theft,19,Illinois,2021
Investment,"3,787",Illinois,2021
Lottery/Sweepstakes/Inheritance,"2,502",Illinois,2021
Malware/Scareware/Virus,313,Illinois,2021
Misrepresentation,159,Illinois,2021
No Lead Value,"1,466",Illinois,2021
Non-payment/Non-Delivery,839,Illinois,2021
Other,145,Illinois,2021
Overpayment,13,Illinois,2021
Personal Data Breach,280,Illinois,2021
Phishing/Vishing/Smishing/Pharming,540,Illinois,2021
Ransomware,746,Illinois,2021
Re-shipping,420,Illinois,2021
Social Media,987,Illinois,2021
Virtual Currency,900,Illinois,2021
Advanced Fee,163,Indiana,2021
BEC/EAC,221,Indiana,2021
Charity,13,Indiana,2021
Civil Matter,8,Indiana,2021
Confidence Fraud/Romance,369,Indiana,2021
Corporate Data Breach,18,Indiana,2021
Credit Card Fraud,229,Indiana,2021
Crimes Against Children,42,Indiana,2021
Criminal Forums,13,Indiana,2021
Denial of Service/TDos,230,Indiana,2021
Employment,538,Indiana,2021
Extortion,3,Indiana,2021
Gambling,178,Indiana,2021
Government Impersonation,4,Indiana,2021
Hacktivist,56,Indiana,2021
