Crime Type,Subject Count,State/Territory,Year
Personal Data Breach,49,Maryland,2021
Phishing/Vishing/Smishing/Pharming,49,Maryland,2021
Ransomware,134,Maryland,2021
Re-shipping,84,Maryland,2021
Social Media,167,Maryland,2021
Virtual Currency,73,Maryland,2021
Advanced Fee,57,Massachusetts,2021
BEC/EAC,86,Massachusetts,2021
Charity,6,Massachusetts,2021
Civil Matter,3,Massachusetts,2021
Confidence Fraud/Romance,181,Massachusetts,2021
Corporate Data Breach,4,Massachusetts,2021
Credit Card Fraud,69,Massachusetts,2021
Crimes Against Children,2,Massachusetts,2021
Criminal Forums,3,Massachusetts,2021
Denial of Service/TDos,126,Massachusetts,2021
Employment,105,Massachusetts,2021
Extortion,2,Massachusetts,2021
Gambling,28,Massachusetts,2021
Government Impersonation,2,Massachusetts,2021
Hacktivist,12,Massachusetts,2021
Harassment/Threats of Violence,92,Massachusetts,2021
Health Care Related,105,Massachusetts,2021
IPR/Copyright and Counterfeit,16,Massachusetts,2021
Identity Theft,0,Massachusetts,2021
Investment,143,Massachusetts,2021
Lottery/Sweepstakes/Inheritance,465,Massachusetts,2021
Malware/Scareware/Virus,43,Massachusetts,2021
Misrepresentation,49,Massachusetts,2021
No Lead Value,206,Massachusetts,2021
Non-payment/Non-Delivery,53,Massachusetts,2021
Other,2,Massachusetts,2021
Overpayment,3,Massachusetts,2021
Personal Data Breach,82,Massachusetts,2021
Phishing/Vishing/Smishing/Pharming,54,Massachusetts,2021
Ransomware,81,Massachusetts,2021
Re-shipping,87,Massachusetts,2021
Social Media,132,Massachusetts,2021
Virtual Currency,127,Massachusetts,2021
Advanced Fee,67,Michigan,2021
BEC/EAC,75,Michigan,2021
Charity,35,Michigan,2021
Civil Matter,7,Michigan,2021
Confidence Fraud/Romance,162,Michigan,2021
Corporate Data Breach,9,Michigan,2021
Credit Card Fraud,112,Michigan,2021
Crimes Against Children,7,Michigan,2021
Criminal Forums,3,Michigan,2021
Denial of Service/TDos,99,Michigan,2021
Employment,98,Michigan,2021
Extortion,4,Michigan,2021
Gambling,38,Michigan,2021
Government Impersonation,4,Michigan,2021
Hacktivist,23,Michigan,2021
Harassment/Threats of Violence,197,Michigan,2021
Health Care Related,62,Michigan,2021
IPR/Copyright and Counterfeit,39,Michigan,2021
Identity Theft,6,Michigan,2021
Investment,208,Michigan,2021
Lottery/Sweepstakes/Inheritance,658,Michigan,2021
Malware/Scareware/Virus,68,Michigan,2021
Misrepresentation,47,Michigan,2021
No Lead Value,344,Michigan,2021
Non-payment/Non-Delivery,58,Michigan,2021
Other,4,Michigan,2021
Overpayment,4,Michigan,2021
Personal Data Breach,65,Michigan,2021
Phishing/Vishing/Smishing/Pharming,68,Michigan,2021
Ransomware,103,Michigan,2021
Re-shipping,140,Michigan,2021
Social Media,233,Michigan,2021
Virtual Currency,73,Michigan,2021
Advanced Fee,41,Minnesota,2021
BEC/EAC,59,Minnesota,2021
Charity,9,Minnesota,2021
Civil Matter,0,Minnesota,2021
Confidence Fraud/Romance,99,Minnesota,2021
Corporate Data Breach,3,Minnesota,2021
Credit Card Fraud,45,Minnesota,2021
Crimes Against Children,5,Minnesota,2021
Criminal Forums,2,Minnesota,2021
Denial of Service/TDos,69,Minnesota,2021
Employment,51,Minnesota,2021
Extortion,0,Minnesota,2021
Gambling,15,Minnesota,2021
Government Impersonation,2,Minnesota,2021
Hacktivist,11,Minnesota,2021
Harassment/Threats of Violence,57,Minnesota,2021
Health Care Related,21,Minnesota,2021
IPR/Copyright and Counterfeit,17,Minnesota,2021
Identity Theft,1,Minnesota,2021
Investment,139,Minnesota,2021
Lottery/Sweepstakes/Inheritance,438,Minnesota,2021
Malware/Scareware/Virus,49,Minnesota,2021
Misrepresentation,52,Minnesota,2021
No Lead Value,190,Minnesota,2021
Non-payment/Non-Delivery,56,Minnesota,2021
Other,5,Minnesota,2021
Overpayment,0,Minnesota,2021
Personal Data Breach,51,Minnesota,2021
Phishing/Vishing/Smishing/Pharming,43,Minnesota,2021
Ransomware,67,Minnesota,2021
Re-shipping,78,Minnesota,2021
Social Media,111,Minnesota,2021
Virtual Currency,39,Minnesota,2021
Advanced Fee,28,Mississippi,2021
BEC/EAC,15,Mississippi,2021
Charity,3,Mississippi,2021
Civil Matter,0,Mississippi,2021
Confidence Fraud/Romance,37,Mississippi,2021
Corporate Data Breach,2,Mississippi,2021
Credit Card Fraud,33,Mississippi,2021
Crimes Against Children,2,Mississippi,2021
Criminal Forums,3,Mississippi,2021
Denial of Service/TDos,12,Mississippi,2021
Employment,28,Mississippi,2021
Extortion,0,Mississippi,2021
Gambling,7,Mississippi,2021
Government Impersonation,1,Mississippi,2021
Hacktivist,10,Mississippi,2021
Harassment/Threats of Violence,35,Mississippi,2021
Health Care Related,17,Mississippi,2021
IPR/Copyright and Counterfeit,8,Mississippi,2021
Identity Theft,0,Mississippi,2021
Investment,44,Mississippi,2021
Lottery/Sweepstakes/Inheritance,221,Mississippi,2021
Malware/Scareware/Virus,16,Mississippi,2021
Misrepresentation,13,Mississippi,2021
No Lead Value,114,Mississippi,2021
Non-payment/Non-Delivery,19,Mississippi,2021
Other,0,Mississippi,2021
Overpayment,1,Mississippi,2021
Personal Data Breach,19,Mississippi,2021
Phishing/Vishing/Smishing/Pharming,17,Mississippi,2021
Ransomware,8,Mississippi,2021
Re-shipping,45,Mississippi,2021
Social Media,112,Mississippi,2021
Virtual Currency,23,Mississippi,2021
Advanced Fee,35,Missouri,2021
BEC/EAC,40,Missouri,2021
Charity,9,Missouri,2021
Civil Matter,4,Missouri,2021
Confidence Fraud/Romance,95,Missouri,2021
Corporate Data Breach,11,Missouri,2021
Credit Card Fraud,82,Missouri,2021
Crimes Against Children,3,Missouri,2021
Criminal Forums,6,Missouri,2021
Denial of Service/TDos,63,Missouri,2021
Employment,71,Missouri,2021
Extortion,1,Missouri,2021
Gambling,33,Missouri,2021
Government Impersonation,2,Missouri,2021
Hacktivist,10,Missouri,2021
Harassment/Threats of Violence,99,Missouri,2021
Health Care Related,24,Missouri,2021
IPR/Copyright and Counterfeit,21,Missouri,2021
Identity Theft,3,Missouri,2021
Investment,124,Missouri,2021
Lottery/Sweepstakes/Inheritance,454,Missouri,2021
Malware/Scareware/Virus,47,Missouri,2021
Misrepresentation,27,Missouri,2021
No Lead Value,252,Missouri,2021
Non-payment/Non-Delivery,49,Missouri,2021
Other,2,Missouri,2021
Overpayment,2,Missouri,2021
Personal Data Breach,45,Missouri,2021
Phishing/Vishing/Smishing/Pharming,55,Missouri,2021
Ransomware,48,Missouri,2021
Re-shipping,94,Missouri,2021
Social Media,169,Missouri,2021
Virtual Currency,29,Missouri,2021
Advanced Fee,5,Montana,2021
BEC/EAC,5,Montana,2021
Charity,0,Montana,2021
Civil Matter,0,Montana,2021
Confidence Fraud/Romance,26,Montana,2021
Corporate Data Breach,1,Montana,2021
Credit Card Fraud,14,Montana,2021
Crimes Against Children,0,Montana,2021
Criminal Forums,1,Montana,2021
Denial of Service/TDos,11,Montana,2021
Employment,11,Montana,2021
Extortion,0,Montana,2021
Gambling,2,Montana,2021
Government Impersonation,1,Montana,2021
Hacktivist,2,Montana,2021
Harassment/Threats of Violence,26,Montana,2021
Health Care Related,6,Montana,2021
IPR/Copyright and Counterfeit,5,Montana,2021
Identity Theft,0,Montana,2021
Investment,10,Montana,2021
Lottery/Sweepstakes/Inheritance,475,Montana,2021
Malware/Scareware/Virus,11,Montana,2021
Misrepresentation,3,Montana,2021
No Lead Value,28,Montana,2021
Non-payment/Non-Delivery,9,Montana,2021
Other,0,Montana,2021
Overpayment,8,Montana,2021
Personal Data Breach,11,Montana,2021
Phishing/Vishing/Smishing/Pharming,15,Montana,2021
Ransomware,13,Montana,2021
Re-shipping,11,Montana,2021
Social Media,92,Montana,2021
Virtual Currency,10,Montana,2021
Advanced Fee,12,Nebraska,2021
BEC/EAC,19,Nebraska,2021
Charity,1,Nebraska,2021
Civil Matter,0,Nebraska,2021
Confidence Fraud/Romance,26,Nebraska,2021
Corporate Data Breach,1,Nebraska,2021
Credit Card Fraud,13,Nebraska,2021
Crimes Against Children,1,Nebraska,2021
Criminal Forums,2,Nebraska,2021
Denial of Service/TDos,15,Nebraska,2021
Employment,18,Nebraska,2021
Extortion,2,Nebraska,2021
Gambling,7,Nebraska,2021
Government Impersonation,0,Nebraska,2021
Hacktivist,2,Nebraska,2021
Harassment/Threats of Violence,21,Nebraska,2021
Health Care Related,6,Nebraska,2021
IPR/Copyright and Counterfeit,7,Nebraska,2021
Identity Theft,2,Nebraska,2021
Investment,565,Nebraska,2021
Lottery/Sweepstakes/Inheritance,408,Nebraska,2021
Malware/Scareware/Virus,15,Nebraska,2021
Misrepresentation,13,Nebraska,2021
No Lead Value,43,Nebraska,2021
Non-payment/Non-Delivery,15,Nebraska,2021
Other,2,Nebraska,2021
Overpayment,0,Nebraska,2021
Personal Data Breach,12,Nebraska,2021
Phishing/Vishing/Smishing/Pharming,16,Nebraska,2021
Ransomware,13,Nebraska,2021
Re-shipping,17,Nebraska,2021
Social Media,57,Nebraska,2021
Virtual Currency,23,Nebraska,2021
Advanced Fee,80,Nevada,2021
BEC/EAC,65,Nevada,2021
Charity,27,Nevada,2021
Civil Matter,10,Nevada,2021
Confidence Fraud/Romance,116,Nevada,2021
Corporate Data Breach,7,Nevada,2021
Credit Card Fraud,213,Nevada,2021
Crimes Against Children,14,Nevada,2021
Criminal Forums,6,Nevada,2021
Denial of Service/TDos,82,Nevada,2021
Employment,103,Nevada,2021
Extortion,2,Nevada,2021
Gambling,26,Nevada,2021
Government Impersonation,3,Nevada,2021
Hacktivist,25,Nevada,2021
Harassment/Threats of Violence,803,Nevada,2021
Health Care Related,89,Nevada,2021
IPR/Copyright and Counterfeit,41,Nevada,2021
Identity Theft,4,Nevada,2021
Investment,234,Nevada,2021
Lottery/Sweepstakes/Inheritance,413,Nevada,2021
Malware/Scareware/Virus,90,Nevada,2021
Misrepresentation,45,Nevada,2021
No Lead Value,425,Nevada,2021
Non-payment/Non-Delivery,86,Nevada,2021
Other,2,Nevada,2021
Overpayment,6,Nevada,2021
Personal Data Breach,150,Nevada,2021
Phishing/Vishing/Smishing/Pharming,68,Nevada,2021
Ransomware,113,Nevada,2021
Re-shipping,258,Nevada,2021
Social Media,188,Nevada,2021
Virtual Currency,79,Nevada,2021
Advanced Fee,9,New Hampshire,2021
BEC/EAC,15,New Hampshire,2021
Charity,2,New Hampshire,2021
Civil Matter,0,New Hampshire,2021
Confidence Fraud/Romance,25,New Hampshire,2021
Corporate Data Breach,2,New Hampshire,2021
Credit Card Fraud,22,New Hampshire,2021
Crimes Against Children,0,New Hampshire,2021
Criminal Forums,2,New Hampshire,2021
Denial of Service/TDos,14,New Hampshire,2021
Employment,15,New Hampshire,2021
Extortion,0,New Hampshire,2021
Gambling,4,New Hampshire,2021
Government Impersonation,0,New Hampshire,2021
Hacktivist,2,New Hampshire,2021
Harassment/Threats of Violence,24,New Hampshire,2021
Health Care Related,19,New Hampshire,2021
IPR/Copyright and Counterfeit,4,New Hampshire,2021
Identity Theft,0,New Hampshire,2021
Investment,15,New Hampshire,2021
Lottery/Sweepstakes/Inheritance,191,New Hampshire,2021
Malware/Scareware/Virus,10,New Hampshire,2021
Misrepresentation,14,New Hampshire,2021
No Lead Value,44,New Hampshire,2021
Non-payment/Non-Delivery,9,New Hampshire,2021
Other,0,New Hampshire,2021
Overpayment,1,New Hampshire,2021
Personal Data Breach,8,New Hampshire,2021
Phishing/Vishing/Smishing/Pharming,20,New Hampshire,2021
Ransomware,17,New Hampshire,2021
Re-shipping,11,New Hampshire,2021
Social Media,44,New Hampshire,2021
Virtual Currency,11,New Hampshire,2021
Advanced Fee,83,New Jersey,2021
BEC/EAC,138,New Jersey,2021
Charity,16,New Jersey,2021
Civil Matter,7,New Jersey,2021
Confidence Fraud/Romance,227,New Jersey,2021
Corporate Data Breach,8,New Jersey,2021
Credit Card Fraud,179,New Jersey,2021
Crimes Against Children,13,New Jersey,2021
Criminal Forums,4,New Jersey,2021
Denial of Service/TDos,176,New Jersey,2021
Employment,105,New Jersey,2021
Extortion,0,New Jersey,2021
Gambling,35,New Jersey,2021
Government Impersonation,5,New Jersey,2021
Hacktivist,50,New Jersey,2021
Harassment/Threats of Violence,224,New Jersey,2021
Health Care Related,132,New Jersey,2021
IPR/Copyright and Counterfeit,47,New Jersey,2021
Identity Theft,4,New Jersey,2021
Investment,608,New Jersey,2021
Lottery/Sweepstakes/Inheritance,"1,127",New Jersey,2021
Malware/Scareware/Virus,91,New Jersey,2021
Misrepresentation,71,New Jersey,2021
No Lead Value,327,New Jersey,2021
Non-payment/Non-Delivery,80,New Jersey,2021
Other,5,New Jersey,2021
Overpayment,30,New Jersey,2021
Personal Data Breach,89,New Jersey,2021
Phishing/Vishing/Smishing/Pharming,91,New Jersey,2021
Ransomware,157,New Jersey,2021
Re-shipping,88,New Jersey,2021
Social Media,253,New Jersey,2021
Virtual Currency,152,New Jersey,2021
Advanced Fee,11,New Mexico,2021
BEC/EAC,10,New Mexico,2021
Charity,13,New Mexico,2021
Civil Matter,3,New Mexico,2021
Confidence Fraud/Romance,22,New Mexico,2021
Corporate Data Breach,5,New Mexico,2021
Credit Card Fraud,27,New Mexico,2021
Crimes Against Children,12,New Mexico,2021
Criminal Forums,0,New Mexico,2021
Denial of Service/TDos,20,New Mexico,2021
Employment,26,New Mexico,2021
Extortion,0,New Mexico,2021
Gambling,14,New Mexico,2021
Government Impersonation,1,New Mexico,2021
Hacktivist,5,New Mexico,2021
Harassment/Threats of Violence,42,New Mexico,2021
Health Care Related,7,New Mexico,2021
IPR/Copyright and Counterfeit,9,New Mexico,2021
Identity Theft,0,New Mexico,2021
Investment,250,New Mexico,2021
Lottery/Sweepstakes/Inheritance,126,New Mexico,2021
Malware/Scareware/Virus,16,New Mexico,2021
Misrepresentation,13,New Mexico,2021
No Lead Value,178,New Mexico,2021
Non-payment/Non-Delivery,22,New Mexico,2021
Other,1,New Mexico,2021
Overpayment,0,New Mexico,2021
Personal Data Breach,20,New Mexico,2021
Phishing/Vishing/Smishing/Pharming,16,New Mexico,2021
Ransomware,21,New Mexico,2021
Re-shipping,69,New Mexico,2021
Social Media,45,New Mexico,2021
Virtual Currency,11,New Mexico,2021
Advanced Fee,332,New York,2021
BEC/EAC,282,New York,2021
Charity,22,New York,2021
Civil Matter,20,New York,2021
Confidence Fraud/Romance,691,New York,2021
Corporate Data Breach,27,New York,2021
Credit Card Fraud,455,New York,2021
Crimes Against Children,19,New York,2021
Criminal Forums,18,New York,2021
Denial of Service/TDos,515,New York,2021
Employment,327,New York,2021
Extortion,9,New York,2021
Gambling,146,New York,2021
Government Impersonation,11,New York,2021
Hacktivist,108,New York,2021
Harassment/Threats of Violence,621,New York,2021
Health Care Related,"1,077",New York,2021
IPR/Copyright and Counterfeit,181,New York,2021
Identity Theft,12,New York,2021
Investment,"1,264",New York,2021
Lottery/Sweepstakes/Inheritance,"2,304",New York,2021
Malware/Scareware/Virus,238,New York,2021
Misrepresentation,263,New York,2021
No Lead Value,"1,025",New York,2021
Non-payment/Non-Delivery,229,New York,2021
Other,14,New York,2021
Overpayment,16,New York,2021
Personal Data Breach,424,New York,2021
Phishing/Vishing/Smishing/Pharming,273,New York,2021
Ransomware,371,New York,2021
Re-shipping,352,New York,2021
Social Media,785,New York,2021
Virtual Currency,785,New York,2021
Advanced Fee,80,North Carolina,2021
BEC/EAC,109,North Carolina,2021
Charity,22,North Carolina,2021
Civil Matter,3,North Carolina,2021
Confidence Fraud/Romance,240,North Carolina,2021
Corporate Data Breach,9,North Carolina,2021
Credit Card Fraud,123,North Carolina,2021
Crimes Against Children,20,North Carolina,2021
Criminal Forums,9,North Carolina,2021
Denial of Service/TDos,104,North Carolina,2021
Employment,132,North Carolina,2021
Extortion,3,North Carolina,2021
Gambling,50,North Carolina,2021
Government Impersonation,8,North Carolina,2021
Hacktivist,26,North Carolina,2021
Harassment/Threats of Violence,193,North Carolina,2021
Health Care Related,67,North Carolina,2021
IPR/Copyright and Counterfeit,42,North Carolina,2021
Identity Theft,5,North Carolina,2021
Investment,536,North Carolina,2021
Lottery/Sweepstakes/Inheritance,729,North Carolina,2021
Malware/Scareware/Virus,68,North Carolina,2021
Misrepresentation,57,North Carolina,2021
No Lead Value,389,North Carolina,2021
Non-payment/Non-Delivery,87,North Carolina,2021
Other,6,North Carolina,2021
Overpayment,5,North Carolina,2021
Personal Data Breach,124,North Carolina,2021
Phishing/Vishing/Smishing/Pharming,89,North Carolina,2021
Ransomware,86,North Carolina,2021
Re-shipping,170,North Carolina,2021
Social Media,230,North Carolina,2021
Virtual Currency,85,North Carolina,2021
Advanced Fee,6,North Dakota,2021
BEC/EAC,6,North Dakota,2021
Charity,2,North Dakota,2021
Civil Matter,0,North Dakota,2021
Confidence Fraud/Romance,23,North Dakota,2021
Corporate Data Breach,2,North Dakota,2021
Credit Card Fraud,8,North Dakota,2021
Crimes Against Children,0,North Dakota,2021
Criminal Forums,1,North Dakota,2021
Denial of Service/TDos,4,North Dakota,2021
Employment,10,North Dakota,2021
Extortion,0,North Dakota,2021
Gambling,3,North Dakota,2021
Government Impersonation,0,North Dakota,2021
Hacktivist,0,North Dakota,2021
Harassment/Threats of Violence,8,North Dakota,2021
Health Care Related,3,North Dakota,2021
IPR/Copyright and Counterfeit,0,North Dakota,2021
Identity Theft,0,North Dakota,2021
Investment,22,North Dakota,2021
Lottery/Sweepstakes/Inheritance,141,North Dakota,2021
Malware/Scareware/Virus,20,North Dakota,2021
Misrepresentation,0,North Dakota,2021
No Lead Value,19,North Dakota,2021
Non-payment/Non-Delivery,3,North Dakota,2021
Other,0,North Dakota,2021
Overpayment,0,North Dakota,2021
Personal Data Breach,2,North Dakota,2021
Phishing/Vishing/Smishing/Pharming,7,North Dakota,2021
Ransomware,9,North Dakota,2021
Re-shipping,10,North Dakota,2021
Social Media,48,North Dakota,2021
Virtual Currency,21,North Dakota,2021
Advanced Fee,1,Northern Mariana Islands,2021
BEC/EAC,0,Northern Mariana Islands,2021
Charity,0,Northern Mariana Islands,2021
Civil Matter,0,Northern Mariana Islands,2021
Confidence Fraud/Romance,2,Northern Mariana Islands,2021
Corporate Data Breach,0,Northern Mariana Islands,2021
Credit Card Fraud,0,Northern Mariana Islands,2021
Crimes Against Children,0,Northern Mariana Islands,2021
Criminal Forums,0,Northern Mariana Islands,2021
Denial of Service/TDos,2,Northern Mariana Islands,2021
Employment,0,Northern Mariana Islands,2021
Extortion,0,Northern Mariana Islands,2021
Gambling,0,Northern Mariana Islands,2021
Government Impersonation,0,Northern Mariana Islands,2021
Hacktivist,0,Northern Mariana Islands,2021
Harassment/Threats of Violence,0,Northern Mariana Islands,2021
Health Care Related,0,Northern Mariana Islands,2021
IPR/Copyright and Counterfeit,0,Northern Mariana Islands,2021
Identity Theft,0,Northern Mariana Islands,2021
Investment,1,Northern Mariana Islands,2021
Lottery/Sweepstakes/Inheritance,0,Northern Mariana Islands,2021
Malware/Scareware/Virus,0,Northern Mariana Islands,2021
Misrepresentation,0,Northern Mariana Islands,2021
No Lead Value,1,Northern Mariana Islands,2021
Non-payment/Non-Delivery,0,Northern Mariana Islands,2021
Other,0,Northern Mariana Islands,2021
Overpayment,0,Northern Mariana Islands,2021
Personal Data Breach,0,Northern Mariana Islands,2021
Phishing/Vishing/Smishing/Pharming,0,Northern Mariana Islands,2021
Ransomware,0,Northern Mariana Islands,2021
Re-shipping,0,Northern Mariana Islands,2021
Social Media,0,Northern Mariana Islands,2021
Virtual Currency,0,Northern Mariana Islands,2021
Advanced Fee,103,Ohio,2021
BEC/EAC,110,Ohio,2021
Charity,26,Ohio,2021
Civil Matter,8,Ohio,2021
Confidence Fraud/Romance,283,Ohio,2021
Corporate Data Breach,12,Ohio,2021
Credit Card Fraud,172,Ohio,2021
Crimes Against Children,13,Ohio,2021
Criminal Forums,10,Ohio,2021
Denial of Service/TDos,145,Ohio,2021
Employment,159,Ohio,2021
Extortion,0,Ohio,2021
Gambling,50,Ohio,2021
Government Impersonation,5,Ohio,2021
Hacktivist,32,Ohio,2021
Harassment/Threats of Violence,561,Ohio,2021
Health Care Related,76,Ohio,2021
IPR/Copyright and Counterfeit,27,Ohio,2021
Identity Theft,5,Ohio,2021
Investment,"1,284",Ohio,2021
Lottery/Sweepstakes/Inheritance,861,Ohio,2021
Malware/Scareware/Virus,98,Ohio,2021
Misrepresentation,75,Ohio,2021
No Lead Value,774,Ohio,2021
Non-payment/Non-Delivery,76,Ohio,2021
Other,7,Ohio,2021
Overpayment,14,Ohio,2021
